SS	PromoterDistance	DistTerm	Distance	sameStrand	DownDistance	sameDownStrand	AAAA/TTTT	AAAC/GTTT	AAAG/CTTT	AAAT/ATTT	AACA/TGTT	AACC/GGTT	AACG/CGTT	AACT/AGTT	AAGA/TCTT	AAGC/GCTT	AAGG/CCTT	AAGT/ACTT	AATA/TATT	AATC/GATT	AATG/CATT	AATT/AATT	ACAA/TTGT	ACAC/GTGT	ACAG/CTGT	ACAT/ATGT	ACCA/TGGT	ACCC/GGGT	ACCG/CGGT	ACCT/AGGT	ACGA/TCGT	ACGC/GCGT	ACGG/CCGT	ACGT/ACGT	ACTA/TAGT	ACTC/GAGT	ACTG/CAGT	AGAA/TTCT	AGAC/GTCT	AGAG/CTCT	AGAT/ATCT	AGCA/TGCT	AGCC/GGCT	AGCG/CGCT	AGCT/AGCT	AGGA/TCCT	AGGC/GCCT	AGGG/CCCT	AGTA/TACT	AGTC/GACT	AGTG/CACT	ATAA/TTAT	ATAC/GTAT	ATAG/CTAT	ATAT/ATAT	ATCA/TGAT	ATCC/GGAT	ATCG/CGAT	ATGA/TCAT	ATGC/GCAT	ATGG/CCAT	ATTA/TAAT	ATTC/GAAT	ATTG/CAAT	CAAA/TTTG	CAAC/GTTG	CAAG/CTTG	CACA/TGTG	CACC/GGTG	CACG/CGTG	CAGA/TCTG	CAGC/GCTG	CAGG/CCTG	CATA/TATG	CATC/GATG	CATG/CATG	CCAA/TTGG	CCAC/GTGG	CCAG/CTGG	CCCA/TGGG	CCCC/GGGG	CCCG/CGGG	CCGA/TCGG	CCGC/GCGG	CCGG/CCGG	CCTA/TAGG	CCTC/GAGG	CGAA/TTCG	CGAC/GTCG	CGAG/CTCG	CGCA/TGCG	CGCC/GGCG	CGCG/CGCG	CGGA/TCCG	CGGC/GCCG	CGTA/TACG	CGTC/GACG	CTAA/TTAG	CTAC/GTAG	CTAG/CTAG	CTCA/TGAG	CTCC/GGAG	CTGA/TCAG	CTGC/GCAG	CTTA/TAAG	CTTC/GAAG	GAAA/TTTC	GAAC/GTTC	GACA/TGTC	GACC/GGTC	GAGA/TCTC	GAGC/GCTC	GATA/TATC	GATC/GATC	GCAA/TTGC	GCAC/GTGC	GCCA/TGGC	GCCC/GGGC	GCGA/TCGC	GCGC/GCGC	GCTA/TAGC	GGAA/TTCC	GGAC/GTCC	GGCA/TGCC	GGCC/GGCC	GGGA/TCCC	GGTA/TACC	GTAA/TTAC	GTAC/GTAC	GTCA/TGAC	GTGA/TCAC	GTTA/TAAC	TAAA/TTTA	TACA/TGTA	TAGA/TCTA	TATA/TATA	TCAA/TTGA	TCCA/TGGA	TCGA/TCGA	TGAA/TTCA	TGCA/TGCA	TTAA/TTAA	Class
-58.3	0	1000	0	0	0	0	0.023758099	0.010799136	0.01511879	0.01511879	0.006479482	0.008639309	0.012958963	0.004319654	0.010799136	0.004319654	0.010799136	0.004319654	0.012958963	0.008639309	0.002159827	0.006479482	0.004319654	0.004319654	0.008639309	0.010799136	0.006479482	0.004319654	0.008639309	0.006479482	0.012958963	0.010799136	0.008639309	0.002159827	0.002159827	0.002159827	0.004319654	0.008639309	0.006479482	0.008639309	0.006479482	0.006479482	0.004319654	0.006479482	0.004319654	0.004319654	0.008639309	0.006479482	0.002159827	0.004319654	0.002159827	0.019438445	0.008639309	0.002159827	0.006479482	0.01511879	0.010799136	0.012958963	0.021598272	0.004319654	0.006479482	0.006479482	0.008639309	0.006479482	0.004319654	0.006479482	0	0.004319654	0.002159827	0.006479482	0.017278618	0.01511879	0.01511879	0.008639309	0.019438445	0.006479482	0	0.004319654	0.010799136	0	0	0.010799136	0.002159827	0.006479482	0.012958963	0	0	0.004319654	0.012958963	0	0.004319654	0.012958963	0.004319654	0.017278618	0.006479482	0.008639309	0.008639309	0.002159827	0	0	0	0	0.010799136	0.021598272	0.004319654	0.010799136	0.017278618	0.004319654	0.010799136	0.010799136	0.002159827	0.004319654	0.012958963	0.002159827	0.004319654	0.002159827	0.012958963	0.010799136	0.006479482	0.004319654	0.002159827	0.008639309	0.006479482	0.012958963	0.004319654	0.002159827	0.004319654	0.010799136	0	0.008639309	0.004319654	0.010799136	0.019438445	0.006479482	0	0.004319654	0.006479482	0.002159827	0.004319654	0.019438445	0.004319654	0.004319654	0
-58.4	-374	1000	0	1	0	1	0.012903226	0.006451613	0	0	0.006451613	0.012903226	0	0	0	0	0	0	0	0	0.006451613	0	0	0.006451613	0.012903226	0	0.006451613	0.006451613	0.019354839	0.006451613	0	0.019354839	0.006451613	0.006451613	0	0	0	0.006451613	0.006451613	0	0	0.019354839	0.006451613	0.012903226	0	0.006451613	0.025806452	0	0	0	0	0	0	0.006451613	0	0	0.006451613	0	0	0.006451613	0.012903226	0	0.006451613	0	0	0.006451613	0	0.012903226	0.019354839	0.025806452	0.012903226	0.038709677	0.019354839	0.006451613	0.006451613	0	0	0.012903226	0.006451613	0.006451613	0	0.019354839	0	0.04516129	0.012903226	0	0.012903226	0	0.006451613	0.006451613	0.04516129	0.04516129	0.038709677	0.006451613	0.032258065	0.006451613	0.006451613	0	0	0	0	0.006451613	0	0.051612903	0	0	0	0.006451613	0	0.006451613	0	0	0	0	0.006451613	0.032258065	0.019354839	0.019354839	0.012903226	0.051612903	0.006451613	0	0	0.006451613	0.019354839	0	0	0.006451613	0	0	0.006451613	0	0.006451613	0	0	0	0	0	0	0.006451613	0.012903226	0	0
-20.1	-36	1000	0	1	0	1	0	0	0	0	0.025316456	0	0.025316456	0	0	0.025316456	0	0	0.012658228	0	0.012658228	0	0.025316456	0.012658228	0	0	0.012658228	0	0.025316456	0	0.025316456	0.025316456	0.012658228	0.012658228	0	0	0	0	0	0	0	0	0.037974684	0.012658228	0	0	0	0	0	0	0	0	0.012658228	0	0	0.012658228	0.012658228	0.012658228	0.012658228	0	0.012658228	0.012658228	0	0.012658228	0	0.012658228	0.012658228	0.012658228	0	0.012658228	0	0.025316456	0	0	0.012658228	0	0	0.012658228	0.012658228	0.012658228	0	0.012658228	0.012658228	0.037974684	0	0	0	0.025316456	0.037974684	0	0	0.012658228	0.025316456	0	0.025316456	0.012658228	0.025316456	0	0	0	0	0	0.012658228	0	0	0.012658228	0	0.025316456	0	0.025316456	0	0	0	0.012658228	0	0	0.012658228	0.012658228	0.012658228	0	0	0	0	0	0	0.012658228	0.012658228	0.025316456	0	0.012658228	0	0.012658228	0	0	0	0	0.012658228	0	0.012658228	0.012658228	0	0	0
-100.2	-185	1000	0	1	0	1	0.006153846	0.009230769	0.003076923	0	0.006153846	0.006153846	0.006153846	0.009230769	0.003076923	0.003076923	0.003076923	0.012307692	0.006153846	0	0.006153846	0	0	0.003076923	0.006153846	0.003076923	0.003076923	0.006153846	0.009230769	0	0	0.018461538	0.027692308	0	0	0.009230769	0.006153846	0	0.006153846	0.003076923	0.006153846	0.003076923	0.012307692	0.009230769	0	0	0.018461538	0.009230769	0.006153846	0.003076923	0.009230769	0.006153846	0.012307692	0.003076923	0	0.003076923	0.012307692	0.012307692	0	0.015384615	0.006153846	0.003076923	0.006153846	0.003076923	0.003076923	0.009230769	0.003076923	0.006153846	0.009230769	0.012307692	0.006153846	0.009230769	0.018461538	0.006153846	0.006153846	0.003076923	0.006153846	0.003076923	0.012307692	0.006153846	0.012307692	0.012307692	0.006153846	0.030769231	0.003076923	0.003076923	0.003076923	0.006153846	0.006153846	0.009230769	0.018461538	0.036923077	0.015384615	0.009230769	0.043076923	0.018461538	0.009230769	0	0.012307692	0	0.006153846	0	0.006153846	0.015384615	0.003076923	0.009230769	0.006153846	0.006153846	0	0.003076923	0.003076923	0.003076923	0.009230769	0.009230769	0.009230769	0.015384615	0.015384615	0.012307692	0.021538462	0.012307692	0.009230769	0.009230769	0	0.021538462	0.009230769	0.009230769	0	0	0	0.003076923	0.015384615	0.003076923	0.003076923	0	0.003076923	0	0.003076923	0.003076923	0.003076923	0.012307692	0.006153846	0.003076923	0
-44.3	-932	1000	0	1	0	1	0	0.005347594	0.010695187	0	0.010695187	0.016042781	0.016042781	0.005347594	0.016042781	0.005347594	0.010695187	0.005347594	0.005347594	0	0.010695187	0	0.016042781	0	0.005347594	0	0.016042781	0	0.010695187	0.005347594	0.016042781	0.010695187	0.005347594	0	0	0.010695187	0	0.010695187	0	0.005347594	0.005347594	0	0.021390374	0.010695187	0	0.005347594	0.021390374	0	0.005347594	0.005347594	0	0.010695187	0.005347594	0	0	0	0.005347594	0.016042781	0.005347594	0.026737968	0.005347594	0.010695187	0.005347594	0	0.005347594	0.021390374	0.005347594	0.005347594	0.005347594	0.005347594	0	0.016042781	0.016042781	0.005347594	0.021390374	0	0.005347594	0.005347594	0.010695187	0	0	0.010695187	0	0.026737968	0.021390374	0	0.005347594	0.016042781	0.010695187	0	0.021390374	0.021390374	0.005347594	0.016042781	0.037433155	0	0.010695187	0.010695187	0.005347594	0	0	0.016042781	0.005347594	0.010695187	0	0.021390374	0	0.010695187	0.005347594	0.005347594	0	0	0.005347594	0	0.010695187	0.010695187	0	0.005347594	0.016042781	0.005347594	0.010695187	0.005347594	0.010695187	0.016042781	0.005347594	0.005347594	0.005347594	0	0	0.005347594	0	0.010695187	0.010695187	0	0.005347594	0	0	0.010695187	0.005347594	0.005347594	0.010695187	0.005347594	0
-51.2	-259	1000	0	1	0	1	0.007042254	0.007042254	0	0.007042254	0	0	0	0.007042254	0.007042254	0.007042254	0.007042254	0	0	0.007042254	0.007042254	0	0	0.007042254	0.014084507	0.014084507	0	0.007042254	0	0.014084507	0.007042254	0.007042254	0.007042254	0	0	0.007042254	0.021126761	0	0.014084507	0.007042254	0.014084507	0.021126761	0	0.035211268	0	0	0.014084507	0	0	0.014084507	0.007042254	0	0.007042254	0	0	0.007042254	0.007042254	0	0	0.007042254	0	0.007042254	0	0	0.014084507	0	0.007042254	0.007042254	0.014084507	0.007042254	0.028169014	0.035211268	0.021126761	0	0.014084507	0	0	0.007042254	0.021126761	0.007042254	0	0	0	0.028169014	0	0	0	0.007042254	0.014084507	0.007042254	0.028169014	0.028169014	0	0.007042254	0.028169014	0	0.014084507	0	0	0	0.007042254	0	0.014084507	0.056338028	0.007042254	0.007042254	0	0	0.014084507	0	0	0.014084507	0.007042254	0	0.021126761	0.028169014	0.007042254	0	0.014084507	0.021126761	0	0	0.014084507	0.021126761	0	0	0.007042254	0	0.007042254	0	0	0	0	0.014084507	0	0	0	0.014084507	0	0	0.021126761	0.007042254	0
-29	-758	997	0	1	0	1	0.025641026	0.017094017	0	0	0.008547009	0.017094017	0.017094017	0.008547009	0	0	0	0.008547009	0	0	0.008547009	0	0	0	0.008547009	0.008547009	0.034188034	0	0.008547009	0.017094017	0	0.008547009	0.008547009	0	0	0	0.008547009	0.008547009	0.008547009	0.017094017	0.017094017	0	0.017094017	0.017094017	0	0	0.008547009	0	0.008547009	0	0	0	0.008547009	0.008547009	0	0.017094017	0.008547009	0	0.008547009	0.017094017	0	0	0	0.008547009	0	0.025641026	0	0	0.017094017	0	0.017094017	0.017094017	0.025641026	0.008547009	0	0.008547009	0.017094017	0.008547009	0.025641026	0	0	0	0.008547009	0.008547009	0.017094017	0	0	0	0.008547009	0	0	0.017094017	0	0.025641026	0.025641026	0	0	0.008547009	0.008547009	0	0.008547009	0	0	0.034188034	0	0.008547009	0.008547009	0.017094017	0.008547009	0.017094017	0.017094017	0.008547009	0.008547009	0.017094017	0	0	0.017094017	0	0	0.008547009	0.008547009	0.017094017	0	0.017094017	0	0	0.008547009	0	0	0	0.008547009	0	0.008547009	0	0.017094017	0	0.017094017	0	0	0.008547009	0.017094017	0	0
-22.1	-629	1000	0	1	0	1	0.00952381	0.00952381	0.00952381	0.00952381	0.00952381	0	0.019047619	0.019047619	0.00952381	0	0.00952381	0.00952381	0	0.00952381	0.019047619	0	0	0	0	0.019047619	0.00952381	0	0.00952381	0.00952381	0.019047619	0.038095238	0	0	0	0	0	0	0	0	0	0	0.00952381	0.019047619	0	0.00952381	0.00952381	0	0	0	0	0.00952381	0	0	0	0.038095238	0	0	0.057142857	0	0	0.00952381	0.00952381	0	0.019047619	0.00952381	0	0	0	0.00952381	0	0.019047619	0.019047619	0.00952381	0.028571429	0.00952381	0	0	0.019047619	0	0	0	0.00952381	0.028571429	0	0	0	0.019047619	0.00952381	0	0.00952381	0	0.019047619	0.00952381	0.019047619	0	0.028571429	0	0	0	0.00952381	0	0.00952381	0.00952381	0	0.019047619	0.00952381	0.00952381	0.00952381	0.00952381	0	0.00952381	0	0	0.00952381	0.00952381	0	0	0	0	0	0.00952381	0.019047619	0.019047619	0	0	0.019047619	0.019047619	0	0.019047619	0	0.019047619	0	0	0	0	0.019047619	0.00952381	0	0.019047619	0	0	0
-61.8	-160	1000	0	0	0	0	0.017605634	0.01056338	0	0.014084507	0.014084507	0.007042254	0.014084507	0.007042254	0.007042254	0.003521127	0.007042254	0.003521127	0.01056338	0.003521127	0.003521127	0.003521127	0.003521127	0.003521127	0.007042254	0.007042254	0.014084507	0.003521127	0	0.007042254	0.003521127	0.007042254	0.003521127	0.007042254	0	0	0.01056338	0.01056338	0.003521127	0.007042254	0.003521127	0.003521127	0.003521127	0.021126761	0	0.003521127	0.003521127	0.007042254	0.003521127	0	0.003521127	0.003521127	0	0.003521127	0.003521127	0.01056338	0.01056338	0.017605634	0.014084507	0.014084507	0.017605634	0	0	0.01056338	0.007042254	0.014084507	0	0.003521127	0.01056338	0.007042254	0.003521127	0.01056338	0.014084507	0	0.028169014	0.01056338	0.003521127	0.014084507	0.01056338	0.01056338	0.007042254	0.003521127	0.007042254	0.007042254	0.003521127	0	0	0.017605634	0.003521127	0.007042254	0.017605634	0.024647887	0.017605634	0.007042254	0.014084507	0	0.007042254	0	0	0	0.007042254	0.003521127	0.014084507	0.007042254	0	0.021126761	0.014084507	0.014084507	0.003521127	0.007042254	0.01056338	0.014084507	0.003521127	0.003521127	0.017605634	0.003521127	0.017605634	0.007042254	0.021126761	0.031690141	0	0.01056338	0.003521127	0.007042254	0.003521127	0.01056338	0	0.003521127	0	0.007042254	0.003521127	0.003521127	0.003521127	0	0.003521127	0	0.007042254	0.007042254	0.007042254	0.014084507	0.007042254	0	0
-19.6	-899	0	-123	1	0	1	0.038167939	0.015267176	0.007633588	0.022900763	0.022900763	0	0.015267176	0.007633588	0	0.007633588	0.015267176	0.007633588	0.007633588	0.015267176	0.015267176	0	0	0	0.007633588	0.015267176	0.007633588	0	0.007633588	0.007633588	0	0.007633588	0.022900763	0	0.007633588	0	0	0	0	0	0.007633588	0	0.007633588	0.007633588	0	0	0.007633588	0.015267176	0	0	0	0.022900763	0	0.015267176	0	0.007633588	0.007633588	0.015267176	0	0.030534351	0	0.007633588	0	0.007633588	0.022900763	0.007633588	0	0	0.022900763	0.007633588	0	0.007633588	0.007633588	0.022900763	0.007633588	0	0.007633588	0	0.007633588	0.007633588	0.015267176	0	0	0.015267176	0	0	0.007633588	0.007633588	0	0	0.015267176	0.022900763	0.015267176	0.007633588	0.022900763	0.007633588	0	0	0	0	0.007633588	0	0	0	0.007633588	0.015267176	0	0.015267176	0	0	0	0	0.015267176	0	0.022900763	0.022900763	0	0	0.007633588	0.022900763	0	0.022900763	0	0	0	0.022900763	0	0.007633588	0	0	0.007633588	0.007633588	0.022900763	0	0.007633588	0	0.007633588	0	0.007633588	0	0.030534351	0.007633588	0
-23.5	-1000	25	0	1	0	1	0.009174312	0	0.027522936	0	0.009174312	0.009174312	0	0	0.009174312	0.009174312	0.009174312	0.009174312	0.009174312	0.018348624	0.009174312	0	0.009174312	0	0.009174312	0.009174312	0.027522936	0	0	0	0.009174312	0.018348624	0.009174312	0	0	0	0.009174312	0	0.009174312	0	0.009174312	0	0	0.027522936	0.009174312	0	0.036697248	0	0.009174312	0.009174312	0	0.009174312	0.018348624	0	0.009174312	0	0.018348624	0.009174312	0	0	0.009174312	0.018348624	0	0.018348624	0.018348624	0	0	0.009174312	0.009174312	0	0.009174312	0.018348624	0.018348624	0	0.009174312	0	0.009174312	0.018348624	0.027522936	0	0	0.009174312	0	0	0	0.009174312	0	0.009174312	0.027522936	0	0	0.018348624	0	0	0	0.018348624	0.018348624	0.009174312	0.009174312	0	0.009174312	0	0.009174312	0.009174312	0	0.009174312	0	0.009174312	0.009174312	0.009174312	0	0.009174312	0.009174312	0	0	0	0.018348624	0.009174312	0.036697248	0	0.009174312	0	0	0.009174312	0.018348624	0	0	0	0	0.009174312	0	0.009174312	0.009174312	0	0	0.009174312	0.018348624	0.018348624	0	0.009174312	0	0.009174312	0
-61.3	-66	1000	0	0	0	0	0.012618297	0.012618297	0.015772871	0.006309148	0.006309148	0.015772871	0.006309148	0.003154574	0.009463722	0.009463722	0.006309148	0.003154574	0.006309148	0.003154574	0	0.003154574	0.009463722	0.003154574	0.006309148	0.003154574	0.009463722	0.006309148	0.006309148	0.006309148	0.009463722	0.009463722	0.003154574	0.006309148	0	0.006309148	0.009463722	0.006309148	0.003154574	0.003154574	0.003154574	0.006309148	0.012618297	0.012618297	0.006309148	0.003154574	0.015772871	0.006309148	0.009463722	0.003154574	0.003154574	0	0.003154574	0.003154574	0.003154574	0.006309148	0.009463722	0.015772871	0.003154574	0.018927445	0.006309148	0.003154574	0	0.006309148	0.012618297	0.006309148	0	0.003154574	0.009463722	0.009463722	0.003154574	0.022082019	0.022082019	0.006309148	0.018927445	0.003154574	0.003154574	0.003154574	0.025236593	0	0.009463722	0.009463722	0.003154574	0.022082019	0.009463722	0	0.003154574	0.012618297	0.003154574	0.003154574	0.012618297	0.028391167	0.006309148	0.006309148	0.025236593	0.015772871	0.003154574	0	0.006309148	0	0.006309148	0.003154574	0.009463722	0.015772871	0	0.012618297	0.006309148	0.012618297	0.009463722	0	0.003154574	0.003154574	0	0.006309148	0.006309148	0.012618297	0.012618297	0.009463722	0.009463722	0.012618297	0.009463722	0.009463722	0.003154574	0.022082019	0	0	0.003154574	0.009463722	0.006309148	0.006309148	0.003154574	0	0.015772871	0.003154574	0	0	0.006309148	0.015772871	0.006309148	0.003154574	0.006309148	0.003154574	0
-9.6	-291	1000	0	1	0	1	0	0	0.021276596	0	0	0	0	0	0.021276596	0	0	0	0	0.021276596	0.021276596	0	0	0	0	0.021276596	0	0.021276596	0	0	0	0.021276596	0	0	0	0	0.021276596	0	0.021276596	0	0.042553191	0	0	0.021276596	0	0	0.021276596	0	0	0.021276596	0	0	0	0	0	0	0	0	0	0	0.021276596	0.021276596	0.021276596	0	0	0	0	0	0	0	0.021276596	0.021276596	0.021276596	0	0.021276596	0	0	0	0.063829787	0.042553191	0	0	0	0.021276596	0	0	0	0	0.021276596	0	0	0.042553191	0	0.021276596	0	0	0.021276596	0	0	0	0	0.021276596	0.042553191	0	0	0	0	0	0.021276596	0.021276596	0.021276596	0	0	0	0	0	0.021276596	0.021276596	0.021276596	0	0	0.021276596	0	0	0	0	0	0	0	0.042553191	0	0	0.021276596	0	0	0	0	0.021276596	0	0	0	0.021276596	0
-66.4	-851	1000	0	0	0	0	0.021126761	0.01056338	0.01056338	0.007042254	0.003521127	0.007042254	0.014084507	0.007042254	0.003521127	0.017605634	0.003521127	0.003521127	0.003521127	0	0.003521127	0	0	0	0.021126761	0.003521127	0.01056338	0.003521127	0.014084507	0.007042254	0.003521127	0.007042254	0.003521127	0.003521127	0.003521127	0	0.014084507	0.007042254	0.003521127	0	0.003521127	0	0.021126761	0.017605634	0.007042254	0.003521127	0.014084507	0.003521127	0.007042254	0.007042254	0	0	0	0.003521127	0.003521127	0.01056338	0.01056338	0.007042254	0.007042254	0.003521127	0.007042254	0	0	0	0.003521127	0.003521127	0.003521127	0.003521127	0.007042254	0	0.007042254	0.028169014	0.017605634	0.003521127	0.014084507	0	0	0.007042254	0.028169014	0.007042254	0.017605634	0.01056338	0.014084507	0.024647887	0.01056338	0.003521127	0.003521127	0.003521127	0.014084507	0.007042254	0.01056338	0.028169014	0.01056338	0.014084507	0.024647887	0	0.007042254	0.007042254	0	0	0	0.003521127	0.007042254	0.01056338	0.003521127	0.01056338	0.003521127	0.01056338	0.01056338	0.003521127	0.003521127	0.003521127	0.003521127	0.007042254	0.003521127	0.003521127	0.021126761	0.014084507	0.007042254	0.017605634	0.003521127	0.01056338	0.003521127	0.01056338	0.007042254	0.003521127	0.017605634	0.01056338	0.01056338	0.007042254	0	0.007042254	0.021126761	0.007042254	0	0	0.007042254	0.007042254	0.003521127	0.003521127	0	0.007042254	0
-33	-484	1000	0	1	0	1	0.026845638	0.006711409	0.013422819	0.006711409	0.006711409	0	0.020134228	0	0	0.020134228	0.006711409	0	0	0	0.006711409	0	0	0	0	0.020134228	0	0.006711409	0	0.006711409	0.006711409	0.033557047	0.026845638	0	0	0	0	0	0.006711409	0	0	0.006711409	0	0.020134228	0	0.006711409	0.020134228	0	0	0	0	0.006711409	0.006711409	0	0	0.013422819	0.013422819	0.006711409	0.013422819	0.013422819	0.006711409	0	0	0	0.006711409	0.013422819	0.006711409	0.006711409	0.013422819	0.026845638	0	0.006711409	0.020134228	0	0.020134228	0.013422819	0	0.020134228	0.013422819	0.013422819	0	0.020134228	0.006711409	0.020134228	0	0.006711409	0	0.013422819	0	0	0.026845638	0.040268456	0	0	0.033557047	0.006711409	0.006711409	0	0.006711409	0	0	0.006711409	0	0.013422819	0	0.006711409	0.020134228	0	0	0	0.006711409	0	0.013422819	0	0.026845638	0.013422819	0.026845638	0.020134228	0.006711409	0.013422819	0	0	0	0.020134228	0.020134228	0.006711409	0	0	0	0	0.013422819	0.006711409	0	0.006711409	0	0	0	0.006711409	0	0.013422819	0.006711409	0	0
-45.9	-173	1000	0	0	0	0	0.018461538	0.018461538	0.006153846	0.021538462	0.006153846	0.006153846	0.015384615	0.015384615	0.003076923	0.006153846	0.003076923	0.003076923	0.012307692	0.030769231	0.006153846	0	0.015384615	0.003076923	0.003076923	0.003076923	0	0	0.009230769	0	0.006153846	0.015384615	0.012307692	0	0.003076923	0.006153846	0.012307692	0.003076923	0	0	0.009230769	0.003076923	0.006153846	0.012307692	0.003076923	0	0.015384615	0.006153846	0.003076923	0.003076923	0.003076923	0.006153846	0.003076923	0.006153846	0.009230769	0.030769231	0.009230769	0.015384615	0.012307692	0.009230769	0.006153846	0.003076923	0.003076923	0.018461538	0.015384615	0.012307692	0.006153846	0.009230769	0.003076923	0.003076923	0.009230769	0.009230769	0.009230769	0.009230769	0.015384615	0	0.006153846	0.003076923	0.003076923	0	0	0.006153846	0.006153846	0.009230769	0.003076923	0.006153846	0.003076923	0.012307692	0.006153846	0	0.012307692	0.021538462	0.006153846	0.006153846	0.012307692	0.006153846	0.009230769	0.012307692	0	0	0.009230769	0.003076923	0.015384615	0.018461538	0.003076923	0	0.015384615	0.006153846	0.003076923	0	0	0.003076923	0.012307692	0.003076923	0.012307692	0.006153846	0.012307692	0.006153846	0.015384615	0.009230769	0.009230769	0	0.006153846	0.006153846	0.006153846	0.006153846	0	0.006153846	0.003076923	0.003076923	0.006153846	0.006153846	0.015384615	0.006153846	0	0	0.018461538	0.006153846	0.003076923	0.009230769	0.012307692	0.003076923	0
-48.9	0	1000	0	0	0	0	0.021126761	0.003521127	0.003521127	0.014084507	0.007042254	0	0.003521127	0	0.01056338	0.007042254	0.003521127	0.003521127	0.007042254	0.017605634	0.007042254	0	0.007042254	0.007042254	0.014084507	0	0.003521127	0.01056338	0.007042254	0	0.01056338	0	0	0	0	0	0.014084507	0	0.003521127	0.007042254	0.007042254	0.017605634	0.007042254	0.017605634	0.003521127	0.014084507	0.014084507	0.003521127	0.003521127	0.003521127	0.01056338	0.01056338	0.003521127	0.003521127	0	0.021126761	0.028169014	0.017605634	0.003521127	0.017605634	0.01056338	0.003521127	0.003521127	0.01056338	0.01056338	0.003521127	0	0.007042254	0.014084507	0.003521127	0.003521127	0.028169014	0.021126761	0.003521127	0.021126761	0	0.003521127	0.01056338	0.024647887	0.01056338	0	0.003521127	0	0.021126761	0.007042254	0	0.007042254	0	0.01056338	0.003521127	0.014084507	0.021126761	0	0.014084507	0.01056338	0	0.003521127	0	0	0	0.007042254	0.003521127	0.01056338	0.017605634	0.01056338	0.01056338	0	0	0.003521127	0.007042254	0.003521127	0.01056338	0.007042254	0.014084507	0.007042254	0.007042254	0.024647887	0.003521127	0.007042254	0.01056338	0.003521127	0.007042254	0.003521127	0.01056338	0.007042254	0.003521127	0	0.01056338	0	0	0.01056338	0.003521127	0.01056338	0.01056338	0	0	0.01056338	0.01056338	0.007042254	0.007042254	0.003521127	0.003521127	0
-69.2	0	1000	0	0	0	1	0.021598272	0.010799136	0.01511879	0.017278618	0.021598272	0.006479482	0.004319654	0.004319654	0.008639309	0.010799136	0.012958963	0.006479482	0.01511879	0.008639309	0.012958963	0	0.008639309	0.004319654	0.008639309	0.012958963	0.010799136	0.008639309	0.008639309	0.006479482	0.002159827	0.006479482	0.006479482	0.006479482	0.006479482	0.008639309	0.004319654	0.008639309	0.006479482	0.004319654	0.004319654	0.010799136	0.006479482	0.004319654	0.002159827	0.010799136	0.002159827	0.004319654	0.008639309	0.006479482	0.006479482	0.010799136	0.006479482	0.004319654	0.008639309	0.012958963	0.01511879	0.002159827	0.012958963	0.006479482	0.006479482	0.010799136	0.006479482	0.002159827	0.01511879	0.010799136	0.010799136	0.008639309	0.010799136	0.006479482	0.006479482	0.012958963	0.008639309	0.006479482	0.01511879	0.002159827	0.004319654	0.01511879	0.010799136	0.008639309	0	0.004319654	0.004319654	0.008639309	0.006479482	0.002159827	0	0.010799136	0	0.002159827	0.008639309	0.010799136	0	0.006479482	0.012958963	0.006479482	0.010799136	0.006479482	0.004319654	0	0.004319654	0.002159827	0.008639309	0.004319654	0.006479482	0.006479482	0.01511879	0.006479482	0.002159827	0.002159827	0.004319654	0	0.012958963	0	0.017278618	0.008639309	0.008639309	0.004319654	0.004319654	0.002159827	0.002159827	0.008639309	0.004319654	0.008639309	0	0.004319654	0.01511879	0.012958963	0.004319654	0.010799136	0.004319654	0.008639309	0.012958963	0.002159827	0.004319654	0.002159827	0.008639309	0.008639309	0.002159827	0.006479482	0.004319654	0.004319654	0
-82.6	-497	1000	0	1	0	1	0.010714286	0	0.014285714	0.010714286	0.007142857	0.003571429	0.007142857	0	0.003571429	0.014285714	0.007142857	0.003571429	0.010714286	0.003571429	0.010714286	0	0.010714286	0.003571429	0.007142857	0.003571429	0.017857143	0	0.003571429	0.007142857	0.010714286	0.010714286	0.007142857	0	0	0.007142857	0	0.003571429	0.010714286	0.003571429	0.003571429	0.010714286	0.007142857	0.017857143	0	0.007142857	0.010714286	0.007142857	0	0.007142857	0.003571429	0.003571429	0.003571429	0.003571429	0.007142857	0.003571429	0.014285714	0.007142857	0.014285714	0.007142857	0.014285714	0	0.003571429	0.010714286	0.010714286	0.007142857	0.007142857	0.007142857	0.007142857	0.010714286	0	0.017857143	0.014285714	0.010714286	0.017857143	0	0.010714286	0.003571429	0.007142857	0.003571429	0.007142857	0.007142857	0.010714286	0.028571429	0.003571429	0.003571429	0.007142857	0.007142857	0.014285714	0.003571429	0.014285714	0.025	0.014285714	0.010714286	0.032142857	0	0.010714286	0.003571429	0.003571429	0	0.010714286	0.010714286	0.010714286	0.007142857	0.003571429	0.003571429	0.010714286	0.007142857	0.003571429	0.014285714	0.010714286	0.003571429	0.003571429	0	0.010714286	0.014285714	0.010714286	0.014285714	0.010714286	0.017857143	0	0.003571429	0	0.007142857	0.014285714	0.003571429	0.003571429	0.003571429	0	0.010714286	0.007142857	0.003571429	0.003571429	0.007142857	0.007142857	0	0.003571429	0.003571429	0	0.010714286	0.003571429	0	0
