SS	PromoterDistance	DistTerm	Distance	sameStrand	DownDistance	sameDownStrand	AAAA/TTTT	AAAC/GTTT	AAAG/CTTT	AAAT/ATTT	AACA/TGTT	AACC/GGTT	AACG/CGTT	AACT/AGTT	AAGA/TCTT	AAGC/GCTT	AAGG/CCTT	AAGT/ACTT	AATA/TATT	AATC/GATT	AATG/CATT	AATT/AATT	ACAA/TTGT	ACAC/GTGT	ACAG/CTGT	ACAT/ATGT	ACCA/TGGT	ACCC/GGGT	ACCG/CGGT	ACCT/AGGT	ACGA/TCGT	ACGC/GCGT	ACGG/CCGT	ACGT/ACGT	ACTA/TAGT	ACTC/GAGT	ACTG/CAGT	AGAA/TTCT	AGAC/GTCT	AGAG/CTCT	AGAT/ATCT	AGCA/TGCT	AGCC/GGCT	AGCG/CGCT	AGCT/AGCT	AGGA/TCCT	AGGC/GCCT	AGGG/CCCT	AGTA/TACT	AGTC/GACT	AGTG/CACT	ATAA/TTAT	ATAC/GTAT	ATAG/CTAT	ATAT/ATAT	ATCA/TGAT	ATCC/GGAT	ATCG/CGAT	ATGA/TCAT	ATGC/GCAT	ATGG/CCAT	ATTA/TAAT	ATTC/GAAT	ATTG/CAAT	CAAA/TTTG	CAAC/GTTG	CAAG/CTTG	CACA/TGTG	CACC/GGTG	CACG/CGTG	CAGA/TCTG	CAGC/GCTG	CAGG/CCTG	CATA/TATG	CATC/GATG	CATG/CATG	CCAA/TTGG	CCAC/GTGG	CCAG/CTGG	CCCA/TGGG	CCCC/GGGG	CCCG/CGGG	CCGA/TCGG	CCGC/GCGG	CCGG/CCGG	CCTA/TAGG	CCTC/GAGG	CGAA/TTCG	CGAC/GTCG	CGAG/CTCG	CGCA/TGCG	CGCC/GGCG	CGCG/CGCG	CGGA/TCCG	CGGC/GCCG	CGTA/TACG	CGTC/GACG	CTAA/TTAG	CTAC/GTAG	CTAG/CTAG	CTCA/TGAG	CTCC/GGAG	CTGA/TCAG	CTGC/GCAG	CTTA/TAAG	CTTC/GAAG	GAAA/TTTC	GAAC/GTTC	GACA/TGTC	GACC/GGTC	GAGA/TCTC	GAGC/GCTC	GATA/TATC	GATC/GATC	GCAA/TTGC	GCAC/GTGC	GCCA/TGGC	GCCC/GGGC	GCGA/TCGC	GCGC/GCGC	GCTA/TAGC	GGAA/TTCC	GGAC/GTCC	GGCA/TGCC	GGCC/GGCC	GGGA/TCCC	GGTA/TACC	GTAA/TTAC	GTAC/GTAC	GTCA/TGAC	GTGA/TCAC	GTTA/TAAC	TAAA/TTTA	TACA/TGTA	TAGA/TCTA	TATA/TATA	TCAA/TTGA	TCCA/TGGA	TCGA/TCGA	TGAA/TTCA	TGCA/TGCA	TTAA/TTAA
-3.7	-720	1000	0	0	0	0	0.018691589	0.009345794	0	0.046728972	0.009345794	0	0	0	0	0	0	0	0.018691589	0.028037383	0.009345794	0	0.009345794	0.009345794	0	0.009345794	0	0.009345794	0	0.009345794	0.009345794	0	0	0	0.009345794	0.018691588	0	0	0	0	0	0	0.028037383	0.009345794	0	0	0.009345794	0	0	0.009345794	0.018691588	0	0.009345794	0.018691589	0	0.009345794	0.037383178	0	0.009345794	0.018691589	0.018691588	0.009345794	0	0	0	0	0	0.009345794	0.009345794	0	0	0.018691588	0.018691589	0	0.009345794	0.018691589	0	0.018691588	0.009345794	0.009345794	0	0	0.009345794	0.018691589	0.009345794	0	0	0.018691588	0.009345794	0.009345794	0.009345794	0.018691589	0.009345794	0.028037383	0.018691589	0.009345794	0	0	0.009345794	0	0.009345794	0	0.018691589	0.009345794	0	0	0.037383177	0	0	0	0	0	0.009345794	0	0	0.009345794	0.028037383	0	0.018691588	0.009345794	0.018691589	0	0	0.009345794	0	0	0.009345794	0.009345794	0	0	0	0	0.018691588	0.009345794	0	0	0	0.009345794	0	0.018691589	0.009345794	0.009345794
-25.1	-138	1000	0	0	0	0	0.016806723	0.016806722	0.016806723	0.016806723	0.008403361	0.016806723	0.008403361	0	0.008403361	0	0.016806723	0.008403361	0	0.016806723	0	0.008403361	0.008403361	0.016806722	0	0	0.016806723	0.008403361	0.033613445	0.008403361	0	0.008403361	0.008403361	0.008403361	0	0	0	0.008403361	0.016806722	0.008403361	0	0	0.008403361	0	0	0.008403361	0.008403361	0	0	0	0.008403361	0.016806722	0.016806723	0	0	0.016806722	0.016806722	0.008403361	0	0	0.008403361	0	0.008403361	0.008403361	0.016806723	0	0.008403361	0	0.025210084	0.008403361	0	0.008403361	0.008403361	0.008403361	0	0	0.008403361	0.008403361	0.008403361	0	0.008403361	0.008403361	0.025210084	0.033613445	0	0	0	0	0.016806723	0	0.008403361	0.016806722	0.025210084	0.008403361	0.016806722	0	0.016806723	0	0	0	0	0.008403361	0.008403361	0	0.008403361	0	0.008403361	0.016806723	0.016806722	0	0.016806723	0	0.025210084	0	0.008403361	0	0	0	0	0.016806723	0	0.008403361	0	0	0	0	0.025210084	0.008403361	0	0	0.016806722	0	0.025210084	0	0	0	0.008403361	0.016806723	0	0.016806723	0	0
-53.8	-108	180	0	1	0	1	0.032467532	0	0.019480519	0.006493506	0.012987013	0	0	0.006493506	0	0.019480519	0.019480519	0.006493506	0.019480519	0	0.006493506	0	0	0.006493506	0.019480519	0	0	0.006493506	0.032467532	0	0	0	0.006493506	0	0	0	0.012987012	0.006493506	0.006493506	0	0	0.006493506	0	0.025974025	0.006493506	0.019480519	0.012987013	0.006493506	0	0	0.012987013	0.006493506	0.019480519	0	0.006493506	0	0.012987013	0.006493506	0	0.019480519	0	0.006493506	0.006493506	0.006493506	0.006493506	0.006493506	0.006493506	0	0.012987013	0	0.012987013	0.012987013	0.019480519	0.006493506	0.006493506	0	0	0.006493506	0.006493506	0	0	0.012987013	0.019480519	0.032467532	0	0	0	0.012987012	0.006493506	0	0.019480519	0.025974026	0.006493506	0.006493506	0.006493506	0.006493506	0	0.006493506	0	0	0	0.006493506	0	0.032467532	0.012987012	0.006493506	0.006493506	0.012987013	0.012987013	0	0	0.006493506	0.012987012	0	0.019480519	0.012987013	0.012987012	0.012987013	0.006493506	0.019480519	0.006493506	0.006493506	0	0.019480519	0	0	0.019480519	0.006493506	0	0	0	0	0.012987013	0	0	0	0.006493506	0	0	0.006493506	0.019480519	0.006493506
-8	-297	1000	-128	0	0	0	0.02173913	0.010869565	0	0.02173913	0	0.02173913	0	0.010869565	0	0.010869565	0	0	0.02173913	0	0.02173913	0.010869565	0.010869565	0	0	0.010869565	0.010869565	0	0.010869565	0	0	0.010869565	0	0	0	0	0.010869565	0.010869565	0	0	0	0	0	0.02173913	0	0	0.010869565	0.02173913	0	0	0	0.010869565	0	0	0.010869565	0	0.010869565	0	0	0.010869565	0.02173913	0.02173913	0.02173913	0.010869565	0.02173913	0.010869565	0	0	0	0	0	0	0.032608696	0.010869565	0.010869565	0	0	0	0.032608695	0	0	0.02173913	0.010869565	0.010869565	0.010869565	0	0	0	0.010869565	0	0.010869565	0.010869565	0.010869565	0	0.010869565	0.010869565	0	0	0	0	0.010869565	0.010869565	0	0.010869565	0	0.010869565	0	0	0.02173913	0	0.010869565	0.010869565	0	0	0.02173913	0	0.032608695	0.010869565	0	0.02173913	0	0.02173913	0.010869565	0.032608696	0.010869565	0.032608695	0	0.010869565	0	0	0	0.010869565	0.010869565	0	0	0	0.010869565	0.02173913	0	0	0	0.010869565
-52.6	-168	1000	0	0	0	0	0.014084507	0.014084508	0.007042254	0	0.021126761	0	0.007042254	0.007042254	0.014084507	0	0	0	0.007042254	0.007042254	0.007042254	0	0	0.007042254	0.021126761	0.014084508	0.007042254	0.007042254	0.007042254	0	0	0.014084507	0.007042254	0	0	0	0.014084507	0	0.007042254	0.014084507	0.007042254	0	0	0.007042254	0	0.014084508	0.014084507	0.007042254	0	0	0.007042254	0	0	0	0.007042254	0	0	0.007042254	0	0	0.021126761	0	0.007042254	0.014084507	0	0.007042254	0	0.007042254	0.014084507	0	0.007042254	0.007042254	0.021126761	0	0	0.014084507	0.014084508	0.007042254	0.014084507	0.014084507	0	0.014084508	0.014084508	0.042253522	0.007042254	0	0.014084508	0.007042254	0.007042254	0.007042254	0.014084507	0.049295775	0	0.021126761	0.035211268	0	0.014084507	0	0	0	0	0	0	0.014084507	0	0.007042254	0.021126761	0.014084507	0.007042254	0	0.007042254	0	0.007042254	0	0.007042254	0.014084507	0.028169014	0.021126761	0.014084508	0	0	0.042253521	0.007042254	0.021126761	0.014084507	0.007042254	0.007042254	0	0.007042254	0	0	0	0	0.014084508	0	0	0	0.007042254	0	0	0	0
-19	-503	1000	0	0	0	0	0.02739726	0.01369863	0.01369863	0.02739726	0.01369863	0	0.01369863	0	0	0	0.01369863	0	0	0	0	0.02739726	0.01369863	0	0	0	0.02739726	0	0	0	0	0.01369863	0	0.01369863	0	0.01369863	0	0	0	0	0	0.02739726	0.01369863	0	0	0.01369863	0.01369863	0	0	0	0.01369863	0	0	0	0	0.01369863	0	0	0.01369863	0	0	0.01369863	0	0.02739726	0	0.01369863	0	0	0.02739726	0.02739726	0	0.01369863	0.01369863	0	0.01369863	0	0.01369863	0.04109589	0	0	0	0.02739726	0	0.02739726	0.01369863	0	0	0	0	0	0	0.01369863	0.01369863	0.01369863	0.01369863	0	0	0	0	0	0.01369863	0.02739726	0.01369863	0.01369863	0	0	0.04109589	0	0	0	0	0.02739726	0	0	0.01369863	0.01369863	0.01369863	0.01369863	0	0	0	0.02739726	0	0.02739726	0	0.01369863	0	0	0	0	0.01369863	0	0.01369863	0	0	0	0	0.01369863	0	0.01369863	0	0.01369863
-108.4	0	1000	0	0	0	1	0.006153846	0.006153846	0.006153846	0.003076923	0.018461538	0.003076923	0.009230769	0.006153846	0.009230769	0.009230769	0.006153846	0.003076923	0.012307692	0.009230769	0.006153846	0	0.003076923	0.009230769	0.009230769	0	0.003076923	0.003076923	0.012307692	0.009230769	0.012307692	0.006153846	0.006153846	0.003076923	0.006153846	0.009230769	0.003076923	0.012307692	0	0.006153846	0.012307692	0.006153846	0.009230769	0.006153846	0	0.015384615	0.012307692	0.006153846	0.006153846	0.006153846	0.003076923	0.003076923	0.006153846	0.009230769	0	0.006153846	0.021538461	0.009230769	0.012307692	0	0.009230769	0.009230769	0.009230769	0.006153846	0.006153846	0.009230769	0.012307692	0.003076923	0.009230769	0.003076923	0.009230769	0.012307692	0.021538461	0	0.015384615	0	0.012307692	0	0.012307692	0.006153846	0.009230769	0.006153846	0.009230769	0.009230769	0.015384615	0.003076923	0.012307692	0.006153846	0.006153846	0.006153846	0.009230769	0.012307692	0.003076923	0.015384615	0.021538461	0.003076923	0.015384615	0.003076923	0.003076923	0	0.009230769	0.006153846	0.009230769	0.015384615	0.003076923	0.006153846	0.009230769	0.012307692	0	0.009230769	0.006153846	0	0.006153846	0.009230769	0.009230769	0.006153846	0.015384615	0	0.006153846	0.006153846	0	0.012307692	0.015384615	0.015384615	0.006153846	0.015384615	0.006153846	0.003076923	0.003076923	0.009230769	0.003076923	0.009230769	0	0.003076923	0.006153846	0	0.009230769	0.009230769	0	0.009230769	0	0.006153846
-77.1	-314	998	0	0	0	0	0.014619883	0.011695906	0.00877193	0.011695907	0.005847953	0.014619883	0.002923977	0.005847954	0.002923977	0.01754386	0.00877193	0.002923977	0.005847954	0	0.00877193	0.002923977	0.005847953	0	0.00877193	0.00877193	0.005847953	0.002923977	0.020467836	0.005847954	0	0.011695906	0.00877193	0.002923977	0.005847954	0.00877193	0.005847953	0.005847953	0.002923977	0.005847954	0.005847954	0.002923977	0.011695906	0.01754386	0.002923977	0.00877193	0.011695906	0.002923977	0.005847954	0.00877193	0.002923977	0.014619883	0.002923977	0.005847954	0	0.00877193	0.005847954	0.00877193	0.00877193	0.011695906	0	0	0.002923977	0.005847953	0.002923977	0.002923977	0.00877193	0.005847953	0.00877193	0	0.017543859	0.011695907	0.014619883	0.002923977	0.011695906	0.002923977	0	0.00877193	0.017543859	0	0	0.00877193	0.00877193	0.020467836	0.011695906	0.002923977	0.002923977	0.00877193	0.00877193	0.002923977	0.005847954	0.029239766	0.014619883	0.002923977	0.029239766	0.011695906	0.011695906	0.002923977	0.005847953	0	0.002923977	0.002923977	0.014619883	0.00877193	0.005847954	0.00877193	0.023391813	0.005847953	0.00877193	0	0	0.002923977	0.011695906	0.002923977	0.002923977	0	0.014619883	0.005847954	0.020467836	0.014619883	0.005847954	0.00877193	0.002923977	0.014619883	0.002923977	0.002923977	0.011695906	0	0.011695906	0.014619883	0.00877193	0.005847954	0.005847954	0.002923977	0	0	0.011695906	0.005847953	0	0.01754386	0	0
-5.7	-284	1000	0	1	164	0	0.022222222	0.014814815	0	0.014814815	0.007407407	0.014814814	0.014814814	0.007407407	0.014814815	0.007407407	0	0.007407407	0.029629629	0.022222222	0	0	0.007407407	0.007407407	0.007407407	0	0.007407407	0.014814815	0.014814814	0	0	0.014814814	0.022222222	0	0.014814814	0	0	0.014814814	0.014814814	0.014814815	0.007407407	0.007407407	0	0	0.007407407	0	0	0	0	0.014814814	0	0.014814814	0.007407407	0.014814814	0.007407407	0.007407407	0.02962963	0.007407407	0	0.007407407	0	0.014814814	0.014814814	0.007407407	0.014814815	0.007407407	0.007407407	0.007407407	0	0.014814814	0.022222222	0	0	0.007407407	0	0	0.014814815	0.007407407	0	0.007407407	0	0.014814814	0.007407407	0	0.014814815	0	0	0	0.007407407	0	0.014814814	0.007407407	0.007407407	0.014814814	0.014814814	0	0.007407407	0.022222222	0	0	0	0	0.007407407	0.007407407	0.022222222	0	0	0	0	0.014814815	0.007407407	0.007407407	0.014814814	0.007407407	0.007407407	0	0	0	0.007407407	0.007407407	0.014814815	0	0	0	0	0.007407407	0.007407407	0.007407407	0	0.014814815	0.007407407	0.022222222	0.014814815	0.007407407	0.007407407	0	0.007407407	0.007407407	0	0	0	0.014814815
-20.8	-355	1000	0	1	0	1	0.011494253	0.022988506	0	0	0	0.022988506	0.011494253	0.011494253	0	0	0	0	0	0	0.011494253	0	0.011494253	0.011494253	0	0.011494253	0.011494253	0.011494253	0.011494253	0	0.022988506	0	0	0	0	0.011494253	0.011494253	0.011494253	0.011494253	0.011494253	0	0.011494253	0	0.022988506	0	0	0.022988506	0.011494253	0	0	0.011494253	0.011494253	0	0	0	0	0	0.022988506	0.011494253	0.011494253	0	0	0	0.011494253	0	0	0	0	0.011494253	0.011494253	0.022988506	0.022988506	0.011494253	0	0.011494253	0	0	0.011494253	0.034482759	0.011494253	0	0	0	0.011494253	0.011494253	0	0.022988506	0	0	0.022988506	0.011494253	0.022988506	0	0	0.022988506	0	0	0	0	0	0.011494253	0.011494253	0.011494253	0.022988506	0	0	0.011494253	0.011494253	0.011494253	0	0.011494253	0.011494253	0.011494253	0	0	0.011494253	0.011494253	0.011494253	0.022988506	0.011494253	0	0	0	0.022988506	0.011494253	0	0	0.022988506	0	0	0	0.011494253	0.022988506	0.022988506	0	0	0	0.011494253	0	0.011494253	0	0
-14.7	-1000	1000	0	0	0	0	0.052631579	0.013157895	0	0.013157895	0	0.02631579	0.02631579	0	0	0.013157895	0.013157895	0	0	0.013157895	0.013157895	0	0.013157895	0	0	0.013157895	0.013157895	0	0	0.013157895	0	0.013157895	0	0.013157895	0	0	0	0	0	0	0	0.013157895	0	0	0	0.013157895	0	0.013157895	0	0	0	0	0	0	0	0.013157895	0.013157895	0.02631579	0.02631579	0.026315789	0.026315789	0	0	0.013157895	0.013157895	0.026315789	0.013157895	0	0	0.013157895	0	0	0.02631579	0	0.039473684	0.013157895	0.013157895	0	0	0.013157895	0	0	0.013157895	0	0	0	0	0	0	0	0.02631579	0	0.013157895	0	0.013157895	0	0	0	0	0	0	0	0	0.02631579	0	0.013157895	0.013157895	0.013157895	0.026315789	0	0	0	0	0	0.013157895	0.013157895	0	0.013157895	0.013157895	0.013157895	0	0.013157895	0.013157895	0.026315789	0	0.013157895	0	0	0	0.013157895	0	0	0	0	0	0	0.026315789	0.013157895	0	0.02631579	0.013157895	0
-12	0	1000	0	1	0	1	0.014285714	0.014285714	0.014285714	0	0.057142857	0.028571428	0	0	0	0.014285714	0	0	0	0	0	0	0.014285714	0	0.042857143	0.014285714	0.014285714	0	0	0.014285714	0	0	0	0	0	0	0.014285714	0.014285714	0	0	0	0.028571428	0	0.014285714	0.014285714	0	0	0.014285714	0.014285714	0	0	0	0	0	0.014285714	0	0.014285714	0	0	0.028571428	0	0	0	0	0	0.028571429	0	0.014285714	0	0	0.014285714	0.042857143	0.028571429	0.028571428	0.014285714	0	0.014285714	0	0.014285714	0	0	0.014285714	0	0.014285714	0.014285714	0	0	0	0	0	0.028571429	0	0	0.014285714	0.014285714	0	0	0.014285714	0	0	0	0	0.014285714	0.028571428	0	0	0.028571429	0.014285714	0	0	0	0	0	0	0	0.014285714	0.014285714	0	0	0.014285714	0.014285714	0.028571429	0	0.014285714	0	0.028571429	0	0.014285714	0	0	0	0.028571428	0	0	0	0	0	0	0	0.014285714	0	0
-96.81	-1000	1000	0	1	0	1	0.018461538	0.024615385	0.006153846	0.009230769	0.012307692	0.006153846	0.021538461	0	0	0.012307692	0.009230769	0.003076923	0.006153846	0.012307692	0.006153846	0.003076923	0.003076923	0.006153846	0.009230769	0.006153846	0.015384615	0.006153846	0.015384615	0.003076923	0.009230769	0.012307692	0.015384615	0.003076923	0.003076923	0.006153846	0	0	0	0.003076923	0	0.009230769	0.009230769	0.009230769	0.003076923	0.003076923	0.018461538	0.003076923	0.003076923	0.003076923	0.006153846	0.006153846	0.003076923	0	0.003076923	0.009230769	0.009230769	0	0	0.012307692	0.009230769	0.003076923	0.003076923	0.015384615	0.015384615	0.006153846	0.006153846	0.003076923	0.015384615	0.006153846	0.003076923	0.018461538	0.012307692	0.006153846	0.003076923	0.006153846	0.006153846	0.009230769	0.015384615	0.003076923	0.009230769	0.009230769	0.006153846	0.012307692	0.012307692	0	0.006153846	0.021538461	0.018461538	0.003076923	0	0.024615384	0.012307692	0.003076923	0.03076923	0.003076923	0.012307692	0.003076923	0	0	0.006153846	0.003076923	0.003076923	0.003076923	0.003076923	0.009230769	0.015384615	0.003076923	0.003076923	0.012307692	0	0.003076923	0.003076923	0	0.018461538	0.003076923	0.012307692	0.006153846	0.021538461	0.006153846	0	0.003076923	0.003076923	0.027692307	0.003076923	0.003076923	0.006153846	0.003076923	0.006153846	0.009230769	0.012307692	0.006153846	0.006153846	0.006153846	0	0	0.015384615	0.009230769	0.003076923	0.006153846	0	0.003076923
-19	0	479	0	0	0	0	0.006896552	0	0.006896552	0.013793104	0.006896552	0.006896552	0.013793103	0.006896552	0	0.013793104	0.006896552	0.006896552	0.006896552	0.013793103	0.013793103	0	0.034482758	0	0	0	0.013793103	0.006896552	0	0	0	0.006896552	0.013793104	0	0.006896552	0.013793104	0	0	0	0	0.027586206	0.006896552	0.013793103	0.006896552	0.006896552	0.013793103	0	0.006896552	0.006896552	0.006896552	0.006896552	0.006896552	0.006896552	0	0	0	0.006896552	0.006896552	0.006896552	0.006896552	0.020689655	0.006896552	0.006896552	0.006896552	0.013793104	0.013793103	0.013793104	0.006896552	0	0	0.020689655	0.020689655	0.013793103	0	0.006896552	0.006896552	0	0.013793103	0.027586207	0.020689655	0.006896552	0.006896552	0	0.013793104	0	0	0	0	0	0.006896552	0.013793104	0.006896552	0.006896552	0	0.020689655	0	0.006896552	0	0.006896552	0	0.013793104	0.006896552	0.020689655	0.006896552	0.006896552	0	0	0.006896552	0.006896552	0.006896552	0.006896552	0.006896552	0.006896552	0.006896552	0.020689655	0	0.013793103	0.013793104	0	0.006896552	0	0.006896552	0.020689655	0.013793104	0.006896552	0.013793104	0.006896552	0.013793103	0	0.006896552	0	0.013793103	0.006896552	0.013793104	0	0	0	0.013793103	0.006896552	0.006896552	0	0.006896552
-6.4	-205	1000	0	1	91	1	0.043010753	0.010752688	0	0.010752688	0.010752688	0	0.021505376	0.010752688	0.021505376	0.010752688	0	0.010752688	0.021505376	0	0.021505376	0.010752688	0	0	0.010752688	0.010752688	0.010752688	0	0	0	0	0.021505376	0	0	0	0	0.010752688	0.021505376	0	0.010752688	0.010752688	0	0.021505376	0.021505376	0	0.010752688	0.021505376	0	0	0.010752688	0	0.032258064	0	0.010752688	0.010752688	0	0.010752688	0	0.021505376	0	0	0.021505376	0.021505376	0.010752688	0	0.021505376	0	0	0	0	0	0.010752688	0.032258065	0	0.010752688	0	0	0	0.010752688	0	0	0	0	0	0	0	0	0	0.010752688	0	0.010752688	0	0.010752688	0	0	0	0	0	0	0	0.021505376	0	0.021505376	0.010752688	0.010752688	0.032258064	0.010752688	0	0.010752688	0.010752688	0.010752688	0.021505376	0.010752688	0	0	0	0	0	0.010752688	0.010752688	0	0	0	0	0	0	0	0	0	0.021505376	0	0.010752688	0.010752688	0	0.010752688	0.010752688	0.032258065	0	0	0.043010752	0	0.010752688
-42	-250	1000	0	1	0	1	0.024896265	0.024896265	0.020746888	0.004149378	0.004149378	0.008298756	0.024896266	0.008298756	0.004149378	0.008298756	0.008298755	0.012448133	0	0.004149378	0.004149378	0	0	0	0.004149378	0.012448133	0.004149378	0.004149378	0.008298755	0.008298755	0.012448133	0.004149378	0.01659751	0.008298755	0.004149378	0.004149378	0.008298755	0.004149378	0.004149378	0.004149378	0	0.008298755	0.004149378	0.004149378	0.012448133	0.004149378	0.008298755	0.008298755	0.012448133	0.004149378	0.004149378	0.012448133	0.004149378	0.008298756	0	0.016597511	0.012448133	0.012448133	0.004149378	0.008298756	0	0	0	0.004149378	0.008298756	0.008298755	0	0	0.004149378	0.004149378	0.008298755	0.020746888	0.008298755	0.004149378	0.01659751	0	0	0.004149378	0.020746888	0.008298756	0.008298756	0.008298756	0.008298755	0.012448133	0	0.012448133	0	0.012448133	0.020746888	0	0.004149378	0.01659751	0.004149378	0.008298756	0.012448133	0.008298756	0.012448133	0.004149378	0.012448133	0	0.004149378	0	0.008298756	0.012448133	0.004149378	0.008298756	0.029045643	0.004149378	0.008298756	0.004149378	0	0.004149378	0.012448133	0.004149378	0.004149378	0.004149378	0.008298755	0.004149378	0.008298756	0.004149378	0.008298755	0.012448133	0.004149378	0.01659751	0	0.016597511	0.008298755	0.008298755	0.004149378	0	0.004149378	0.008298755	0.012448133	0.004149378	0	0.004149378	0.016597511	0.004149378	0.008298755	0.012448133	0	0
-22.58	-863	1000	0	1	0	1	0.021582734	0.021582734	0.007194245	0.007194245	0.007194245	0.014388489	0.007194245	0	0.007194245	0.007194245	0	0	0.007194245	0	0.007194245	0.007194245	0	0.007194245	0.007194245	0	0	0.007194245	0.007194245	0.007194245	0.007194245	0.028776978	0	0	0.007194245	0	0.007194245	0.028776978	0	0	0	0.021582734	0.014388489	0.035971223	0	0	0	0	0	0	0.014388489	0.007194245	0	0.007194245	0	0.007194245	0.014388489	0.007194245	0	0.007194245	0.007194245	0.007194245	0.007194245	0.007194245	0.007194245	0	0	0.007194245	0.007194245	0.01438849	0.014388489	0.043165468	0	0	0.007194245	0	0	0.007194245	0.035971223	0.007194245	0.007194245	0.014388489	0.007194245	0.007194245	0.014388489	0.007194245	0	0.007194245	0.007194245	0	0	0.021582734	0.014388489	0.01438849	0.007194245	0.007194245	0.007194245	0.007194245	0.007194245	0	0.021582734	0	0.007194245	0.007194245	0	0.007194245	0.021582734	0.007194245	0	0.007194245	0.007194245	0.014388489	0.007194245	0.007194245	0.007194245	0.007194245	0.043165468	0.007194245	0.007194245	0.021582734	0.007194245	0.007194245	0	0.007194245	0.007194245	0.007194245	0	0	0	0.007194245	0.021582734	0	0.007194245	0	0	0	0.007194245	0	0	0	0	0
-26.8	0	1000	0	0	0	0	0.026200873	0.017467248	0.008733624	0.017467249	0.021834061	0	0.017467249	0	0.008733624	0.008733624	0	0	0.026200873	0.008733624	0.004366812	0.008733624	0.004366812	0.008733624	0.008733624	0.017467249	0	0.004366812	0.008733624	0.013100436	0.008733624	0.008733624	0.008733624	0.004366812	0.017467248	0.008733624	0.004366812	0.013100436	0.008733624	0.004366812	0.013100436	0.004366812	0	0.013100436	0	0	0.008733624	0	0.017467248	0	0.013100436	0.021834061	0.013100436	0.004366812	0.004366812	0.013100436	0	0.013100437	0.004366812	0.004366812	0.004366812	0.034934498	0	0.004366812	0.004366812	0.004366812	0.008733624	0.004366812	0	0	0.013100436	0	0.008733624	0.004366812	0.021834061	0	0.004366812	0	0.004366812	0.004366812	0.004366812	0.004366812	0.008733624	0.008733624	0	0	0.013100436	0	0.004366812	0.013100437	0.004366812	0.004366812	0	0.004366812	0.008733624	0.008733624	0.008733624	0.008733624	0.021834061	0	0	0.013100436	0.008733624	0.004366812	0	0	0.017467249	0.008733624	0	0.008733624	0.004366812	0.004366812	0.008733624	0	0.008733624	0.004366812	0	0	0.004366812	0	0.004366812	0.004366812	0	0.013100436	0	0.004366812	0.017467249	0.021834061	0	0.004366812	0.004366812	0.008733624	0.021834061	0.013100436	0.013100436	0.004366812	0.008733624	0.008733624	0.004366812	0.008733624	0	0.008733624
0	-1000	1000	-33	0	14	0	0.071428571	0	0.028571429	0.028571428	0.042857143	0.014285714	0	0.014285714	0	0.028571429	0	0.014285714	0.028571429	0	0.042857143	0.014285714	0.014285714	0	0.014285714	0.014285714	0.014285714	0	0	0	0.014285714	0	0	0	0.028571429	0	0	0	0	0	0	0.042857143	0	0	0	0	0	0	0	0.014285714	0	0.028571429	0	0.014285714	0	0	0	0	0.014285714	0	0.014285714	0.028571429	0.014285714	0.028571428	0.014285714	0.028571429	0	0	0	0	0	0.014285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042857143	0	0	0	0	0	0	0	0.014285714	0	0.014285714	0	0	0	0	0	0	0.014285714	0	0.028571428	0.014285714	0	0	0	0	0	0	0.042857143	0	0	0	0	0	0	0	0	0	0	0	0	0.014285714	0	0.014285714	0	0.028571428	0.014285714	0	0	0.014285714	0.014285714	0	0.014285714	0.014285714	0	0.014285714
-25.6	-702	1000	0	0	0	0	0.013157895	0.013157895	0.013157895	0	0	0	0.052631578	0.013157895	0	0	0.013157895	0	0	0	0	0	0	0	0	0	0.013157895	0	0.013157895	0	0	0.013157895	0.052631578	0	0	0	0.013157895	0	0	0	0	0	0.013157895	0.013157895	0	0.02631579	0.013157895	0.013157895	0	0	0	0.013157895	0.013157895	0.013157895	0	0	0.013157895	0.02631579	0.013157895	0.013157895	0	0	0	0	0	0	0	0	0	0.013157895	0	0.013157895	0.039473684	0.013157895	0.013157895	0	0	0	0.02631579	0	0.013157895	0.013157895	0	0	0	0	0	0.013157895	0	0	0	0.039473684	0.013157895	0	0.02631579	0	0	0	0	0	0	0	0	0.039473684	0	0	0.013157895	0.039473684	0	0	0	0	0.026315789	0	0	0.013157895	0.013157895	0.013157895	0.039473684	0.013157895	0.013157895	0.02631579	0	0.013157895	0	0.013157895	0.013157895	0	0	0	0	0.013157895	0.013157895	0	0	0	0	0	0	0.013157895	0.026315789	0
